time_lag,noise,N,seq_length,context_noise,run,implicit_theta,pcc_theta,mse_theta,mae_theta,pcc_prob,mse_prob,mae_prob,auroc,auprc,brier,f1
4,0.0,200,15,0.0,0,False,0.32876476019535866,1.3583779544205625,0.9926805964802932,0.42046447883271293,0.055125362396644506,0.1858312593070937,0.5599801587301587,0.5464647910573881,0.24585127524526126,0.49417249417249415
4,0.0,200,15,0.0,0,True,0.11175600009349626,1.9406191157355785,1.1689593832534193,0.47832367727409547,0.06234238121046224,0.19668915046350724,0.6492117452933341,0.5967133338358777,0.23570451813357696,0.558252427184466
4,0.0,200,15,0.0,1,False,0.28745211330902914,1.6087037569763527,1.0999481940130058,0.43185433254201055,0.06434482962115712,0.20917264108788547,0.6362594816687738,0.6233136679449518,0.2359368917072524,0.6121593291404612
4,0.0,200,15,0.0,1,True,0.15004778984123956,1.6892268955866223,1.0907975631584275,0.5337153808125908,0.05422851618366199,0.18520977959024168,0.6270164494596314,0.6427380283874855,0.2415621152080297,0.6408163265306122
4,0.0,200,15,0.0,2,False,0.42806974522202385,1.248175110220264,0.9163856963404318,0.5390180528195206,0.0555227257506673,0.18468516264438836,0.6134126984126984,0.6550253819753525,0.24078921703832007,0.5843621399176955
4,0.0,200,15,0.0,2,True,0.14281691289185866,2.538177210860625,1.2066294377384224,0.5664973583248113,0.058041871102248295,0.18423773447258335,0.6139723320158103,0.6074463958470407,0.25809147251406633,0.575221238938053
4,0.01,200,15,0.0,0,False,0.38806467242692505,1.3371695917981743,1.003460048229404,0.4146361763076405,0.061302631377504,0.20104577030213702,0.6329539831766452,0.6397877510135033,0.23666515415096134,0.5727272727272728
4,0.01,200,15,0.0,0,True,0.17067822592966195,1.744684585872293,1.0962103408298276,0.3618215389663428,0.07364688644090873,0.21669128256969478,0.5977988104882531,0.6018422967951396,0.24924198268557815,0.5186915887850467
4,0.01,200,15,0.0,1,False,0.4627139725253523,1.2299428766422664,0.9198444330788641,0.485383972450529,0.05001935281316685,0.17504903745207162,0.5796517029393741,0.5625872887106249,0.24877313007677684,0.49388753056234713
4,0.01,200,15,0.0,1,True,0.09784878726621989,1.498662625902359,1.0397553107619733,0.5127337636432053,0.054767117492436415,0.191856431921274,0.6063865612804817,0.6459410846704121,0.2418505191507605,0.55125284738041
4,0.01,200,15,0.0,2,False,0.35913273525486583,1.661568264971891,1.0893901869473257,0.33035122595304006,0.061973879575367444,0.20130929716487608,0.5779320987654321,0.6054822600098958,0.24504657490273346,0.5446224256292905
4,0.01,200,15,0.0,2,True,0.23630708665178474,1.4216960237324183,0.9988787971479142,0.4580658442630463,0.053299341973066273,0.17594302939464682,0.5673715415019762,0.5784034718546518,0.25137228607508416,0.4839506172839506
4,0.1,200,15,0.0,0,False,,1.5646598543248924,1.0780865057252236,0.3717063937464164,0.058513068114191644,0.20181326045873124,0.5446725860155383,0.5736387174983277,0.2480245515154449,0.5274725274725275
4,0.1,200,15,0.0,0,True,0.08386409533584982,1.9938520640371267,1.160944044032533,0.5000532246299942,0.05972290459682477,0.1942846201980895,0.6100197628458498,0.6390738752188226,0.24239261312394325,0.5377358490566038
4,0.1,200,15,0.0,1,False,0.2932319098758119,1.4275511105063492,1.0062272536356864,0.3590617313478428,0.06100433955129099,0.19832449854757117,0.5575056086084695,0.5282078261110749,0.2483910166030698,0.5232815964523281
4,0.1,200,15,0.0,1,True,0.048991743973375926,1.6327474872636003,1.0935499450120763,0.36425267264444866,0.06361029001571288,0.20804069278673015,0.5918419803859538,0.5908254469830431,0.24317219068828966,0.5480093676814988
4,0.1,200,15,0.0,2,False,0.3750296101495231,1.4245444254910717,0.986041615696721,0.3047881916306316,0.0582205100301468,0.18944963279888039,0.553540382487751,0.5633680195414305,0.25465144208011925,0.5521739130434782
4,0.1,200,15,0.0,2,True,0.04420623959995051,1.4779040833240102,1.0084961563957755,0.47969144414487647,0.051206177128638286,0.18007266911354708,0.6049185563717663,0.6400506624441483,0.24678508224617954,0.6309523809523809
4,1.0,200,15,0.0,0,False,0.27040092373701285,1.6302103124198228,1.1040838172834022,0.3181736110762514,0.08130650991042257,0.2422525183817122,0.5888083147266296,0.5962468929535747,0.24267782821844405,0.5368171021377671
4,1.0,200,15,0.0,0,True,0.021645186763996644,1.7423436126292062,1.1129650612923314,0.31778489615581773,0.0804128218292924,0.24297541861192232,0.5507358024691358,0.5654257198812449,0.2505896093322913,0.5387931034482759
4,1.0,200,15,0.0,1,False,0.3699346354204377,1.349346366987729,1.000202489461406,0.3723978210256624,0.08023156853476673,0.23428769238683864,0.5888542555937184,0.5764553865099391,0.23941777729690414,0.5141509433962264
4,1.0,200,15,0.0,1,True,0.23198758336828063,1.488117690622684,0.9969455059429821,0.38194359958895924,0.08219761617887052,0.24110063184469485,0.590395256916996,0.6030690102539681,0.2495873072798158,0.5877712031558185
4,1.0,200,15,0.0,2,False,0.13968172742358945,1.7536891746353025,1.1151079693003736,0.281434723092577,0.07892999599550876,0.24426158453118557,0.54735445018918,0.5345207341617876,0.24651911802168286,0.48543689320388345
4,1.0,200,15,0.0,2,True,0.07738283240529706,1.5997529570863924,1.080431874852415,0.33425249890507985,0.08290869191773843,0.24376054477825715,0.593916259567651,0.5881766469949106,0.24779896431525217,0.5831533477321815
